Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0094707,45983
2,0.066,0.0154065,40623
3,0.099,0.0198867,36398
4,0.132,0.023693,32873
5,0.165,0.0267162,29764
6,0.198,0.0294809,27000
7,0.231,0.0319771,24477
8,0.264,0.0342376,22180
9,0.297,0.0361971,20048
10,0.33,0.0378234,18077
11,0.363,0.0392666,16229
12,0.396,0.0408555,14505
13,0.429,0.0423732,12872
14,0.462,0.0435011,11328
15,0.495,0.0444967,9867
16,0.528,0.0451032,8492
17,0.561,0.0455643,7226
18,0.594,0.0449571,6083
19,0.627,0.0444672,5018
20,0.66,0.0446255,4030
21,0.693,0.0445921,3111
22,0.726,0.0445828,2251
23,0.759,0.0439593,1451
24,0.792,0.0431871,709
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
