Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0141131,17732
2,0.066,0.0188134,14723
3,0.099,0.0216666,12578
4,0.132,0.0228186,10933
5,0.165,0.0243916,9612
6,0.198,0.0251516,8500
7,0.231,0.0256054,7544
8,0.264,0.0266055,6714
9,0.297,0.0274296,5986
10,0.33,0.028,5331
11,0.363,0.0282981,4743
12,0.396,0.0286326,4216
13,0.429,0.0295498,3739
14,0.462,0.0299039,3303
15,0.495,0.0305409,2902
16,0.528,0.0305552,2531
17,0.561,0.0301086,2185
18,0.594,0.0302601,1862
19,0.627,0.0317992,1557
20,0.66,0.0331923,1267
21,0.693,0.0341423,991
22,0.726,0.0345118,727
23,0.759,0.0333781,470
24,0.792,0.0315559,228
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
