Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00791125,35197
2,0.066,0.0124313,31452
3,0.099,0.0157897,28454
4,0.132,0.0185418,25871
5,0.165,0.0207836,23595
6,0.198,0.0225856,21542
7,0.231,0.0243168,19673
8,0.264,0.0258426,17962
9,0.297,0.0272146,16371
10,0.33,0.0284161,14886
11,0.363,0.0297845,13501
12,0.396,0.03082,12195
13,0.429,0.0322162,10977
14,0.462,0.0337467,9813
15,0.495,0.0353945,8708
16,0.528,0.0368575,7663
17,0.561,0.0382172,6660
18,0.594,0.0396869,5711
19,0.627,0.041097,4793
20,0.66,0.0418516,3908
21,0.693,0.0427714,3057
22,0.726,0.0442654,2243
23,0.759,0.0470741,1465
24,0.792,0.0481482,719
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
