Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0200409,36215
2,0.066,0.0359117,30809
3,0.099,0.0504974,26580
4,0.132,0.0638195,23106
5,0.165,0.0760299,20178
6,0.198,0.0878105,17650
7,0.231,0.0994036,15443
8,0.264,0.110622,13506
9,0.297,0.121948,11782
10,0.33,0.133097,10273
11,0.363,0.143038,8932
12,0.396,0.153554,7726
13,0.429,0.163353,6650
14,0.462,0.171577,5683
15,0.495,0.180326,4824
16,0.528,0.188555,4060
17,0.561,0.195963,3380
18,0.594,0.201673,2765
19,0.627,0.209196,2220
20,0.66,0.216992,1734
21,0.693,0.222924,1302
22,0.726,0.231198,924
23,0.759,0.240863,580
24,0.792,0.248443,274
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
