Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0084506,42126
2,0.066,0.0135154,37597
3,0.099,0.0176722,33945
4,0.132,0.0211917,30815
5,0.165,0.0246696,28045
6,0.198,0.0279221,25569
7,0.231,0.0308363,23318
8,0.264,0.0335109,21236
9,0.297,0.0356595,19294
10,0.33,0.0374832,17487
11,0.363,0.0389592,15807
12,0.396,0.0402797,14232
13,0.429,0.0417609,12744
14,0.462,0.0425765,11329
15,0.495,0.0431649,9986
16,0.528,0.0445941,8735
17,0.561,0.046118,7546
18,0.594,0.0477403,6414
19,0.627,0.049393,5346
20,0.66,0.050981,4335
21,0.693,0.0518806,3374
22,0.726,0.0520667,2469
23,0.759,0.0537426,1610
24,0.792,0.0533171,784
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
