Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0249999,38529
2,0.066,0.0437753,32333
3,0.099,0.0597775,27526
4,0.132,0.0743909,23580
5,0.165,0.0878555,20285
6,0.198,0.100127,17486
7,0.231,0.112142,15096
8,0.264,0.124572,13023
9,0.297,0.13689,11203
10,0.33,0.149399,9612
11,0.363,0.161366,8232
12,0.396,0.172631,7017
13,0.429,0.184438,5953
14,0.462,0.196082,5020
15,0.495,0.205898,4205
16,0.528,0.214705,3490
17,0.561,0.221992,2874
18,0.594,0.226084,2328
19,0.627,0.23036,1843
20,0.66,0.23803,1416
21,0.693,0.248095,1054
22,0.726,0.257075,745
23,0.759,0.265696,468
24,0.792,0.276567,222
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
