Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0125036,38825
2,0.066,0.0208369,34158
3,0.099,0.0277436,30439
4,0.132,0.0332951,27280
5,0.165,0.0382772,24540
6,0.198,0.0430215,22121
7,0.231,0.0471959,19941
8,0.264,0.0504331,17992
9,0.297,0.053653,16203
10,0.33,0.0563943,14573
11,0.363,0.0593311,13077
12,0.396,0.061993,11692
13,0.429,0.0645784,10406
14,0.462,0.0670618,9199
15,0.495,0.0683926,8053
16,0.528,0.0697077,6996
17,0.561,0.0714546,6014
18,0.594,0.0735362,5097
19,0.627,0.0757284,4229
20,0.66,0.0778845,3410
21,0.693,0.0783056,2645
22,0.726,0.079022,1924
23,0.759,0.079974,1240
24,0.792,0.0829252,607
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
