Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0101081,40952
2,0.066,0.0151867,36234
3,0.099,0.0191043,32514
4,0.132,0.0223555,29359
5,0.165,0.0252508,26577
6,0.198,0.0277363,24103
7,0.231,0.0298582,21869
8,0.264,0.0315557,19826
9,0.297,0.0327071,17914
10,0.33,0.0340594,16148
11,0.363,0.0352033,14510
12,0.396,0.0361324,12980
13,0.429,0.0372863,11541
14,0.462,0.0386037,10184
15,0.495,0.0390961,8940
16,0.528,0.039975,7786
17,0.561,0.040653,6705
18,0.594,0.040577,5690
19,0.627,0.0400279,4739
20,0.66,0.039996,3849
21,0.693,0.0394809,3011
22,0.726,0.0396123,2205
23,0.759,0.0407615,1441
24,0.792,0.0424501,702
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
