Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0172114,29526
2,0.066,0.0340176,25564
3,0.099,0.0497635,22425
4,0.132,0.0651914,19798
5,0.165,0.0809193,17510
6,0.198,0.0964132,15493
7,0.231,0.111822,13711
8,0.264,0.127467,12124
9,0.297,0.142856,10716
10,0.33,0.158338,9440
11,0.363,0.17368,8296
12,0.396,0.189026,7246
13,0.429,0.204386,6307
14,0.462,0.221011,5456
15,0.495,0.237183,4697
16,0.528,0.254212,3995
17,0.561,0.271685,3368
18,0.594,0.289868,2801
19,0.627,0.308431,2286
20,0.66,0.32526,1823
21,0.693,0.343173,1393
22,0.726,0.358339,997
23,0.759,0.370346,626
24,0.792,0.390098,294
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
