Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.022299,44844
2,0.066,0.0413242,38036
3,0.099,0.0586092,32629
4,0.132,0.0748429,28130
5,0.165,0.090512,24343
6,0.198,0.105284,21077
7,0.231,0.119384,18275
8,0.264,0.13295,15833
9,0.297,0.14509,13708
10,0.33,0.158085,11842
11,0.363,0.171345,10208
12,0.396,0.18466,8786
13,0.429,0.197123,7522
14,0.462,0.209393,6392
15,0.495,0.222516,5394
16,0.528,0.234047,4496
17,0.561,0.245803,3690
18,0.594,0.256337,2965
19,0.627,0.263702,2346
20,0.66,0.272063,1810
21,0.693,0.28116,1345
22,0.726,0.289887,936
23,0.759,0.298517,582
24,0.792,0.325177,273
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
