Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0127373,33975
2,0.066,0.0214264,29797
3,0.099,0.028765,26484
4,0.132,0.0354733,23710
5,0.165,0.0417267,21331
6,0.198,0.0472681,19215
7,0.231,0.0526283,17319
8,0.264,0.0577023,15592
9,0.297,0.0627121,14016
10,0.33,0.0665167,12587
11,0.363,0.0705604,11279
12,0.396,0.0747627,10063
13,0.429,0.0784637,8930
14,0.462,0.0825288,7886
15,0.495,0.0868076,6918
16,0.528,0.0904722,6009
17,0.561,0.0939447,5158
18,0.594,0.0965502,4366
19,0.627,0.0993399,3629
20,0.66,0.102263,2934
21,0.693,0.102297,2276
22,0.726,0.101392,1648
23,0.759,0.10163,1066
24,0.792,0.101474,520
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
