Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0209483,34882
2,0.066,0.03931,29670
3,0.099,0.0558981,25567
4,0.132,0.0713131,22176
5,0.165,0.0853672,19323
6,0.198,0.0986458,16843
7,0.231,0.111364,14672
8,0.264,0.12304,12777
9,0.297,0.13491,11121
10,0.33,0.146785,9654
11,0.363,0.158731,8341
12,0.396,0.169134,7183
13,0.429,0.179563,6148
14,0.462,0.189589,5229
15,0.495,0.199567,4416
16,0.528,0.209282,3697
17,0.561,0.218827,3064
18,0.594,0.229382,2515
19,0.627,0.238856,2015
20,0.66,0.245936,1557
21,0.693,0.254149,1155
22,0.726,0.258545,802
23,0.759,0.269293,490
24,0.792,0.285971,226
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
