Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0182594,30026
2,0.066,0.032473,25799
3,0.099,0.0445884,22460
4,0.132,0.0550375,19721
5,0.165,0.0649833,17350
6,0.198,0.0750651,15296
7,0.231,0.0847185,13471
8,0.264,0.0943695,11862
9,0.297,0.103461,10442
10,0.33,0.112287,9179
11,0.363,0.121033,8046
12,0.396,0.128654,7025
13,0.429,0.135969,6103
14,0.462,0.142026,5271
15,0.495,0.148412,4516
16,0.528,0.153216,3832
17,0.561,0.158687,3219
18,0.594,0.164422,2669
19,0.627,0.170539,2168
20,0.66,0.180347,1712
21,0.693,0.188455,1301
22,0.726,0.195337,931
23,0.759,0.205421,592
24,0.792,0.218393,279
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
