Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00739653,28771
2,0.066,0.0121739,25793
3,0.099,0.0161566,23356
4,0.132,0.0195598,21234
5,0.165,0.0223263,19344
6,0.198,0.0250753,17631
7,0.231,0.0278134,16057
8,0.264,0.0305372,14603
9,0.297,0.0332845,13259
10,0.33,0.0360073,12015
11,0.363,0.0384554,10858
12,0.396,0.0407194,9770
13,0.429,0.0430171,8749
14,0.462,0.0447007,7789
15,0.495,0.0464868,6875
16,0.528,0.0480247,6007
17,0.561,0.0495619,5189
18,0.594,0.0508916,4414
19,0.627,0.0524959,3684
20,0.66,0.0538056,2989
21,0.693,0.0539281,2329
22,0.726,0.0550423,1698
23,0.759,0.0557186,1111
24,0.792,0.0574339,545
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
