Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0228295,53574
2,0.066,0.0415504,45449
3,0.099,0.0578697,38947
4,0.132,0.0726459,33559
5,0.165,0.0865026,28994
6,0.198,0.0999082,25079
7,0.231,0.112703,21722
8,0.264,0.124528,18808
9,0.297,0.136037,16261
10,0.33,0.1468,14028
11,0.363,0.158072,12083
12,0.396,0.168152,10348
13,0.429,0.177505,8823
14,0.462,0.186269,7482
15,0.495,0.195277,6310
16,0.528,0.204469,5275
17,0.561,0.215566,4363
18,0.594,0.228283,3554
19,0.627,0.239218,2831
20,0.66,0.250257,2196
21,0.693,0.259714,1636
22,0.726,0.265219,1146
23,0.759,0.265702,722
24,0.792,0.280398,338
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
