Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0211402,47333
2,0.066,0.040024,40506
3,0.099,0.0565639,35063
4,0.132,0.0719534,30491
5,0.165,0.086299,26606
6,0.198,0.100054,23254
7,0.231,0.113105,20301
8,0.264,0.126116,17708
9,0.297,0.139232,15427
10,0.33,0.151658,13410
11,0.363,0.163187,11615
12,0.396,0.174721,10020
13,0.429,0.185668,8604
14,0.462,0.196608,7340
15,0.495,0.206324,6212
16,0.528,0.213106,5202
17,0.561,0.222373,4321
18,0.594,0.229988,3541
19,0.627,0.236526,2850
20,0.66,0.240743,2229
21,0.693,0.242424,1677
22,0.726,0.247211,1180
23,0.759,0.251981,744
24,0.792,0.253467,350
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
