Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0213829,33597
2,0.066,0.0388542,27795
3,0.099,0.0543881,23275
4,0.132,0.0682052,19653
5,0.165,0.0812538,16749
6,0.198,0.0934724,14370
7,0.231,0.10553,12336
8,0.264,0.115841,10595
9,0.297,0.126445,9084
10,0.33,0.136843,7777
11,0.363,0.147009,6635
12,0.396,0.156213,5660
13,0.429,0.16569,4833
14,0.462,0.175488,4117
15,0.495,0.186063,3484
16,0.528,0.195583,2926
17,0.561,0.206561,2427
18,0.594,0.217161,1986
19,0.627,0.228125,1593
20,0.66,0.23743,1249
21,0.693,0.246014,947
22,0.726,0.254681,669
23,0.759,0.264976,425
24,0.792,0.268009,201
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
