Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0247296,47596
2,0.066,0.0457695,40410
3,0.099,0.0647926,34674
4,0.132,0.0826914,29970
5,0.165,0.0992097,25956
6,0.198,0.114658,22544
7,0.231,0.129405,19606
8,0.264,0.143716,17055
9,0.297,0.157592,14826
10,0.33,0.170496,12856
11,0.363,0.183436,11127
12,0.396,0.196502,9591
13,0.429,0.209602,8220
14,0.462,0.223738,7008
15,0.495,0.236047,5932
16,0.528,0.248275,4981
17,0.561,0.261086,4136
18,0.594,0.271068,3383
19,0.627,0.28284,2725
20,0.66,0.296005,2124
21,0.693,0.303456,1592
22,0.726,0.312389,1121
23,0.759,0.325262,709
24,0.792,0.336526,341
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
