Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00942651,51792
2,0.066,0.0141501,45939
3,0.099,0.0173813,41245
4,0.132,0.0199204,37329
5,0.165,0.0216275,33912
6,0.198,0.0232033,30873
7,0.231,0.0243675,28097
8,0.264,0.0255244,25574
9,0.297,0.0267081,23247
10,0.33,0.0278439,21094
11,0.363,0.0287187,19084
12,0.396,0.0295259,17196
13,0.429,0.0299185,15425
14,0.462,0.0304935,13757
15,0.495,0.0313585,12165
16,0.528,0.0319127,10661
17,0.561,0.0319824,9215
18,0.594,0.032395,7858
19,0.627,0.0327846,6570
20,0.66,0.0336555,5352
21,0.693,0.0329568,4181
22,0.726,0.0326142,3066
23,0.759,0.0329887,2004
24,0.792,0.0319864,986
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
