Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0268311,29566
2,0.066,0.0456336,23490
3,0.099,0.0610075,19010
4,0.132,0.0746316,15568
5,0.165,0.0864219,12817
6,0.198,0.095939,10597
7,0.231,0.104796,8777
8,0.264,0.112205,7271
9,0.297,0.118836,6033
10,0.33,0.124159,5008
11,0.363,0.129105,4146
12,0.396,0.135665,3423
13,0.429,0.141385,2833
14,0.462,0.147565,2334
15,0.495,0.151801,1919
16,0.528,0.152871,1576
17,0.561,0.156686,1284
18,0.594,0.157829,1032
19,0.627,0.156408,813
20,0.66,0.152346,617
21,0.693,0.149284,440
22,0.726,0.15464,296
23,0.759,0.165451,181
24,0.792,0.176487,82
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
