Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.025254,44872
2,0.066,0.0448593,37704
3,0.099,0.0622035,32129
4,0.132,0.0774343,27597
5,0.165,0.0914052,23808
6,0.198,0.104541,20547
7,0.231,0.117348,17738
8,0.264,0.129852,15318
9,0.297,0.141907,13225
10,0.33,0.153042,11399
11,0.363,0.163224,9784
12,0.396,0.171958,8354
13,0.429,0.178967,7112
14,0.462,0.185607,6012
15,0.495,0.192763,5053
16,0.528,0.201335,4219
17,0.561,0.208302,3476
18,0.594,0.215812,2819
19,0.627,0.226526,2242
20,0.66,0.234446,1741
21,0.693,0.240054,1299
22,0.726,0.241577,915
23,0.759,0.2405,568
24,0.792,0.240055,265
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
