Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0191689,26571
2,0.066,0.0362648,22630
3,0.099,0.0520211,19566
4,0.132,0.0669585,17010
5,0.165,0.0807575,14863
6,0.198,0.0944226,13006
7,0.231,0.107435,11391
8,0.264,0.119889,9979
9,0.297,0.131784,8712
10,0.33,0.143274,7594
11,0.363,0.154464,6606
12,0.396,0.166271,5741
13,0.429,0.1776,4954
14,0.462,0.189789,4264
15,0.495,0.202217,3649
16,0.528,0.214871,3091
17,0.561,0.222879,2598
18,0.594,0.22988,2152
19,0.627,0.236713,1744
20,0.66,0.24409,1371
21,0.693,0.250427,1039
22,0.726,0.258144,735
23,0.759,0.267408,465
24,0.792,0.271493,219
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
