Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00947042,36386
2,0.066,0.0153654,32268
3,0.099,0.0201492,28980
4,0.132,0.0238838,26183
5,0.165,0.0272392,23745
6,0.198,0.030333,21553
7,0.231,0.0328662,19562
8,0.264,0.0349803,17738
9,0.297,0.0370756,16058
10,0.33,0.0385676,14510
11,0.363,0.0403167,13059
12,0.396,0.041707,11711
13,0.429,0.0433729,10452
14,0.462,0.0449237,9265
15,0.495,0.0461779,8155
16,0.528,0.0470041,7100
17,0.561,0.0470703,6106
18,0.594,0.0473302,5169
19,0.627,0.0478111,4295
20,0.66,0.0479592,3472
21,0.693,0.049599,2694
22,0.726,0.0512219,1965
23,0.759,0.0533597,1274
24,0.792,0.0541442,619
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
