Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0192364,41681
2,0.066,0.0362221,35776
3,0.099,0.0518095,31021
4,0.132,0.0664699,27087
5,0.165,0.080177,23712
6,0.198,0.0932522,20761
7,0.231,0.105888,18172
8,0.264,0.118387,15915
9,0.297,0.13021,13940
10,0.33,0.14163,12187
11,0.363,0.152157,10617
12,0.396,0.162164,9241
13,0.429,0.172699,8009
14,0.462,0.183636,6903
15,0.495,0.192572,5912
16,0.528,0.202123,5019
17,0.561,0.210322,4209
18,0.594,0.218443,3477
19,0.627,0.22528,2826
20,0.66,0.233032,2236
21,0.693,0.243711,1704
22,0.726,0.254221,1217
23,0.759,0.266723,774
24,0.792,0.276572,373
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
