Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00891434,43204
2,0.066,0.0133525,38292
3,0.099,0.0169272,34337
4,0.132,0.0196511,30985
5,0.165,0.0219692,28032
6,0.198,0.0239067,25401
7,0.231,0.0254811,23047
8,0.264,0.02692,20911
9,0.297,0.0278587,18969
10,0.33,0.028712,17181
11,0.363,0.029441,15505
12,0.396,0.029961,13957
13,0.429,0.0303754,12518
14,0.462,0.0309034,11162
15,0.495,0.0313346,9878
16,0.528,0.03142,8667
17,0.561,0.0318176,7529
18,0.594,0.0320521,6444
19,0.627,0.0318692,5395
20,0.66,0.0321149,4392
21,0.693,0.0323037,3431
22,0.726,0.0319483,2513
23,0.759,0.0329577,1635
24,0.792,0.0336455,803
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
