Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0102645,47576
2,0.066,0.0162535,42081
3,0.099,0.0206379,37709
4,0.132,0.0245275,34014
5,0.165,0.0279415,30787
6,0.198,0.0308734,27933
7,0.231,0.0332659,25355
8,0.264,0.0355002,23003
9,0.297,0.0376121,20840
10,0.33,0.0395969,18847
11,0.363,0.0417723,17011
12,0.396,0.0435546,15287
13,0.429,0.0454847,13676
14,0.462,0.0470137,12149
15,0.495,0.0480903,10716
16,0.528,0.0482891,9369
17,0.561,0.0494505,8106
18,0.594,0.050927,6910
19,0.627,0.0519612,5778
20,0.66,0.0527455,4703
21,0.693,0.0531223,3673
22,0.726,0.0529852,2692
23,0.759,0.0547491,1751
24,0.792,0.0562635,861
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
