Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0161039,39772
2,0.066,0.029395,34453
3,0.099,0.0410731,30212
4,0.132,0.052183,26644
5,0.165,0.0624399,23521
6,0.198,0.0722068,20810
7,0.231,0.0819449,18413
8,0.264,0.0913265,16291
9,0.297,0.1004,14375
10,0.33,0.109185,12656
11,0.363,0.117011,11104
12,0.396,0.124411,9699
13,0.429,0.13145,8423
14,0.462,0.138167,7275
15,0.495,0.144373,6240
16,0.528,0.150173,5308
17,0.561,0.157304,4456
18,0.594,0.165642,3692
19,0.627,0.175972,3003
20,0.66,0.182669,2385
21,0.693,0.187878,1822
22,0.726,0.196215,1308
23,0.759,0.20368,838
24,0.792,0.209854,402
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
