Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00914363,33022
2,0.066,0.0152664,29401
3,0.099,0.0204494,26491
4,0.132,0.0251983,24023
5,0.165,0.0292669,21863
6,0.198,0.0332467,19932
7,0.231,0.0365909,18173
8,0.264,0.0394928,16556
9,0.297,0.0419352,15059
10,0.33,0.0443092,13656
11,0.363,0.0464267,12337
12,0.396,0.0487896,11101
13,0.429,0.0507499,9935
14,0.462,0.0524419,8835
15,0.495,0.0546211,7789
16,0.528,0.0562482,6797
17,0.561,0.0578707,5864
18,0.594,0.0586975,4978
19,0.627,0.0593472,4147
20,0.66,0.0588211,3353
21,0.693,0.0584329,2607
22,0.726,0.0595382,1905
23,0.759,0.0602037,1239
24,0.792,0.0613253,607
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
