Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.020028,14547
2,0.066,0.0370036,12399
3,0.099,0.0515051,10697
4,0.132,0.0655568,9289
5,0.165,0.0793808,8073
6,0.198,0.0931524,7043
7,0.231,0.106319,6152
8,0.264,0.117816,5370
9,0.297,0.128526,4698
10,0.33,0.139157,4095
11,0.363,0.147731,3565
12,0.396,0.15755,3099
13,0.429,0.168383,2684
14,0.462,0.179707,2308
15,0.495,0.18904,1969
16,0.528,0.196637,1664
17,0.561,0.202455,1385
18,0.594,0.207527,1136
19,0.627,0.210818,915
20,0.66,0.214044,722
21,0.693,0.215305,543
22,0.726,0.218361,381
23,0.759,0.203003,231
24,0.792,0.199943,106
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
