Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00821073,44508
2,0.066,0.0125668,39711
3,0.099,0.015803,35854
4,0.132,0.0182866,32540
5,0.165,0.0203255,29650
6,0.198,0.022101,27060
7,0.231,0.0237511,24701
8,0.264,0.025032,22511
9,0.297,0.0261144,20499
10,0.33,0.0266538,18620
11,0.363,0.0270996,16871
12,0.396,0.0276476,15239
13,0.429,0.0277608,13704
14,0.462,0.0280536,12257
15,0.495,0.0285964,10884
16,0.528,0.0291582,9592
17,0.561,0.0295833,8356
18,0.594,0.0297187,7167
19,0.627,0.0298477,6027
20,0.66,0.029675,4925
21,0.693,0.0292894,3868
22,0.726,0.0294098,2850
23,0.759,0.0295167,1867
24,0.792,0.0300051,913
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
