Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00785284,36399
2,0.066,0.0118273,32484
3,0.099,0.0148727,29360
4,0.132,0.0171423,26718
5,0.165,0.0189431,24411
6,0.198,0.0204498,22332
7,0.231,0.0217308,20428
8,0.264,0.0229927,18685
9,0.297,0.0240449,17084
10,0.33,0.0249943,15584
11,0.363,0.0257742,14174
12,0.396,0.0264712,12842
13,0.429,0.0269928,11559
14,0.462,0.0275114,10336
15,0.495,0.0278683,9180
16,0.528,0.0280602,8072
17,0.561,0.0279255,7008
18,0.594,0.0276972,5993
19,0.627,0.0283633,5031
20,0.66,0.0288105,4100
21,0.693,0.0291935,3216
22,0.726,0.0290412,2371
23,0.759,0.0293698,1552
24,0.792,0.0301708,763
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
