Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0227082,37647
2,0.066,0.0446147,32082
3,0.099,0.0652526,27676
4,0.132,0.0850321,23983
5,0.165,0.104302,20815
6,0.198,0.122847,18098
7,0.231,0.140346,15739
8,0.264,0.156785,13699
9,0.297,0.171829,11873
10,0.33,0.187266,10263
11,0.363,0.201095,8853
12,0.396,0.214383,7631
13,0.429,0.226385,6547
14,0.462,0.239554,5583
15,0.495,0.252537,4716
16,0.528,0.264456,3949
17,0.561,0.275836,3281
18,0.594,0.285715,2688
19,0.627,0.290297,2150
20,0.66,0.296626,1679
21,0.693,0.307027,1265
22,0.726,0.313419,888
23,0.759,0.317966,549
24,0.792,0.322152,253
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
