Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0240021,25765
2,0.066,0.0455271,21512
3,0.099,0.0653963,18264
4,0.132,0.0833974,15598
5,0.165,0.100709,13366
6,0.198,0.117437,11491
7,0.231,0.133364,9923
8,0.264,0.149047,8577
9,0.297,0.163349,7414
10,0.33,0.177033,6395
11,0.363,0.188502,5507
12,0.396,0.199689,4728
13,0.429,0.210886,4033
14,0.462,0.221622,3416
15,0.495,0.229516,2884
16,0.528,0.237544,2422
17,0.561,0.248841,2003
18,0.594,0.257262,1635
19,0.627,0.268491,1303
20,0.66,0.274818,1017
21,0.693,0.27415,764
22,0.726,0.273678,536
23,0.759,0.277052,337
24,0.792,0.287678,155
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
