Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0211985,17273
2,0.066,0.0418505,14774
3,0.099,0.0613834,12779
4,0.132,0.0793738,11118
5,0.165,0.0962016,9701
6,0.198,0.113746,8481
7,0.231,0.130734,7418
8,0.264,0.14679,6478
9,0.297,0.163885,5646
10,0.33,0.18246,4907
11,0.363,0.200559,4249
12,0.396,0.216981,3673
13,0.429,0.232226,3165
14,0.462,0.246463,2705
15,0.495,0.260143,2291
16,0.528,0.274419,1929
17,0.561,0.284884,1610
18,0.594,0.296009,1325
19,0.627,0.306848,1065
20,0.66,0.31952,831
21,0.693,0.321359,623
22,0.726,0.32113,438
23,0.759,0.319725,272
24,0.792,0.328114,129
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
