Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0129116,49648
2,0.066,0.0207812,43200
3,0.099,0.0268067,38195
4,0.132,0.0318115,34055
5,0.165,0.035863,30575
6,0.198,0.0394233,27536
7,0.231,0.0425941,24832
8,0.264,0.045379,22400
9,0.297,0.0476031,20191
10,0.33,0.0500817,18176
11,0.363,0.051961,16297
12,0.396,0.0535236,14569
13,0.429,0.0546483,12968
14,0.462,0.0553154,11487
15,0.495,0.0557257,10108
16,0.528,0.0560151,8818
17,0.561,0.0568343,7612
18,0.594,0.0584242,6476
19,0.627,0.0597783,5407
20,0.66,0.060515,4393
21,0.693,0.0599493,3428
22,0.726,0.0596451,2508
23,0.759,0.0574334,1635
24,0.792,0.0541049,794
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
