Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0128444,45777
2,0.066,0.0212133,39730
3,0.099,0.0275894,35046
4,0.132,0.0327956,31172
5,0.165,0.0375675,27847
6,0.198,0.0418249,24945
7,0.231,0.0459275,22375
8,0.264,0.0495603,20075
9,0.297,0.0525416,17975
10,0.33,0.054709,16063
11,0.363,0.0569239,14333
12,0.396,0.0588459,12748
13,0.429,0.0597531,11297
14,0.462,0.0607217,9948
15,0.495,0.0611303,8705
16,0.528,0.0615238,7546
17,0.561,0.0618001,6461
18,0.594,0.0628335,5469
19,0.627,0.064857,4546
20,0.66,0.0669684,3676
21,0.693,0.0683109,2857
22,0.726,0.0718589,2079
23,0.759,0.0745305,1345
24,0.792,0.077063,649
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
