Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.010306,24167
2,0.066,0.0171529,21254
3,0.099,0.0227761,18984
4,0.132,0.0279277,17067
5,0.165,0.0322195,15386
6,0.198,0.0359563,13899
7,0.231,0.0393381,12549
8,0.264,0.0422178,11312
9,0.297,0.0449015,10187
10,0.33,0.0469539,9156
11,0.363,0.0486629,8202
12,0.396,0.0498794,7318
13,0.429,0.0516359,6485
14,0.462,0.0530068,5723
15,0.495,0.054857,5017
16,0.528,0.0559382,4367
17,0.561,0.0575204,3764
18,0.594,0.059469,3200
19,0.627,0.0612808,2669
20,0.66,0.0635145,2165
21,0.693,0.0653628,1691
22,0.726,0.0667766,1240
23,0.759,0.0648067,808
24,0.792,0.0658106,399
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
