Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.010776,22055
2,0.066,0.0182462,19310
3,0.099,0.0244276,17134
4,0.132,0.0298456,15341
5,0.165,0.034829,13792
6,0.198,0.0394092,12435
7,0.231,0.0438124,11213
8,0.264,0.0478453,10106
9,0.297,0.0515708,9082
10,0.33,0.0547162,8147
11,0.363,0.0575481,7298
12,0.396,0.0599693,6499
13,0.429,0.0631922,5769
14,0.462,0.0660684,5086
15,0.495,0.0688592,4457
16,0.528,0.0721711,3882
17,0.561,0.0748318,3351
18,0.594,0.0776941,2854
19,0.627,0.0805293,2377
20,0.66,0.083155,1917
21,0.693,0.0836871,1491
22,0.726,0.0843912,1082
23,0.759,0.0829532,705
24,0.792,0.0802686,343
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
