Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0106945,28603
2,0.066,0.0185623,25263
3,0.099,0.0254216,22630
4,0.132,0.0317547,20376
5,0.165,0.0372594,18399
6,0.198,0.042073,16645
7,0.231,0.0467297,15097
8,0.264,0.0512443,13676
9,0.297,0.0556751,12378
10,0.33,0.0601015,11177
11,0.363,0.0637975,10061
12,0.396,0.0674734,9025
13,0.429,0.0704983,8050
14,0.462,0.0730365,7146
15,0.495,0.0749326,6289
16,0.528,0.0767598,5484
17,0.561,0.0781527,4721
18,0.594,0.0785038,4000
19,0.627,0.0792134,3327
20,0.66,0.0804518,2699
21,0.693,0.0813257,2103
22,0.726,0.0823913,1537
23,0.759,0.08582,1002
24,0.792,0.0880367,491
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
