Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0212509,41176
2,0.066,0.0384198,34875
3,0.099,0.0535873,29938
4,0.132,0.0672486,25873
5,0.165,0.080076,22458
6,0.198,0.0920216,19546
7,0.231,0.103591,17008
8,0.264,0.115218,14796
9,0.297,0.126699,12885
10,0.33,0.137327,11192
11,0.363,0.147574,9682
12,0.396,0.156751,8337
13,0.429,0.165716,7136
14,0.462,0.1734,6074
15,0.495,0.180317,5129
16,0.528,0.186479,4293
17,0.561,0.192631,3546
18,0.594,0.198883,2891
19,0.627,0.20578,2314
20,0.66,0.215329,1809
21,0.693,0.229474,1367
22,0.726,0.241009,975
23,0.759,0.249884,615
24,0.792,0.262127,289
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
