Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0107207,34258
2,0.066,0.0178162,30299
3,0.099,0.0237575,27088
4,0.132,0.0289196,24398
5,0.165,0.0333159,22051
6,0.198,0.0371986,19961
7,0.231,0.0405831,18082
8,0.264,0.0439247,16379
9,0.297,0.0470843,14816
10,0.33,0.0504009,13370
11,0.363,0.0534103,12030
12,0.396,0.0558829,10796
13,0.429,0.0582409,9621
14,0.462,0.0601421,8524
15,0.495,0.0612076,7490
16,0.528,0.0630398,6523
17,0.561,0.0652203,5619
18,0.594,0.0674777,4767
19,0.627,0.0688283,3956
20,0.66,0.0721272,3206
21,0.693,0.074644,2493
22,0.726,0.078378,1814
23,0.759,0.0810767,1179
24,0.792,0.0798364,573
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
