Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0181746,24219
2,0.066,0.0345512,20829
3,0.099,0.0494238,18121
4,0.132,0.0627121,15850
5,0.165,0.0753337,13935
6,0.198,0.0876279,12288
7,0.231,0.0995148,10838
8,0.264,0.11229,9537
9,0.297,0.124081,8385
10,0.33,0.135307,7371
11,0.363,0.144993,6472
12,0.396,0.154678,5659
13,0.429,0.164025,4915
14,0.462,0.173238,4258
15,0.495,0.182708,3656
16,0.528,0.19136,3116
17,0.561,0.199692,2631
18,0.594,0.209879,2189
19,0.627,0.221977,1782
20,0.66,0.235482,1405
21,0.693,0.25057,1067
22,0.726,0.26674,760
23,0.759,0.281064,481
24,0.792,0.294498,230
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
