Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.00909321,21995
2,0.066,0.0155565,19485
3,0.099,0.0206657,17491
4,0.132,0.0248164,15761
5,0.165,0.0284439,14225
6,0.198,0.0319579,12857
7,0.231,0.0350566,11635
8,0.264,0.0376601,10525
9,0.297,0.0403231,9499
10,0.33,0.0429861,8540
11,0.363,0.0457753,7656
12,0.396,0.0475223,6844
13,0.429,0.0485866,6098
14,0.462,0.0495685,5409
15,0.495,0.0503528,4760
16,0.528,0.0514792,4153
17,0.561,0.0512766,3581
18,0.594,0.0515835,3048
19,0.627,0.0513226,2540
20,0.66,0.0522999,2057
21,0.693,0.0541728,1602
22,0.726,0.0567284,1176
23,0.759,0.0571869,766
24,0.792,0.0579669,375
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
