Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0215466,23070
2,0.066,0.0385839,19621
3,0.099,0.0525447,16871
4,0.132,0.0655163,14641
5,0.165,0.0771657,12729
6,0.198,0.0889352,11093
7,0.231,0.0995768,9680
8,0.264,0.108949,8456
9,0.297,0.118152,7380
10,0.33,0.1267,6422
11,0.363,0.135639,5568
12,0.396,0.145668,4800
13,0.429,0.153269,4120
14,0.462,0.159784,3506
15,0.495,0.166428,2971
16,0.528,0.171878,2498
17,0.561,0.175812,2071
18,0.594,0.181831,1697
19,0.627,0.186559,1358
20,0.66,0.19051,1058
21,0.693,0.198811,790
22,0.726,0.210516,558
23,0.759,0.217354,347
24,0.792,0.22243,163
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
