Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0283736,30622
2,0.066,0.0544397,25458
3,0.099,0.0788991,21449
4,0.132,0.101895,18231
5,0.165,0.123412,15520
6,0.198,0.143859,13228
7,0.231,0.163449,11261
8,0.264,0.182126,9572
9,0.297,0.201288,8138
10,0.33,0.219807,6899
11,0.363,0.237919,5799
12,0.396,0.255868,4879
13,0.429,0.273503,4110
14,0.462,0.29082,3452
15,0.495,0.31074,2880
16,0.528,0.327493,2401
17,0.561,0.342218,1967
18,0.594,0.35324,1583
19,0.627,0.363419,1242
20,0.66,0.377694,945
21,0.693,0.383191,685
22,0.726,0.396832,468
23,0.759,0.417411,285
24,0.792,0.456771,133
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
