Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0266518,28778
2,0.066,0.0511569,24074
3,0.099,0.0736439,20386
4,0.132,0.094787,17351
5,0.165,0.114597,14841
6,0.198,0.133023,12721
7,0.231,0.151833,10917
8,0.264,0.169629,9363
9,0.297,0.185901,8001
10,0.33,0.199536,6815
11,0.363,0.213656,5787
12,0.396,0.225399,4904
13,0.429,0.236609,4143
14,0.462,0.245829,3486
15,0.495,0.252644,2917
16,0.528,0.256319,2425
17,0.561,0.259011,1985
18,0.594,0.266001,1600
19,0.627,0.275104,1266
20,0.66,0.282915,970
21,0.693,0.291966,718
22,0.726,0.301431,503
23,0.759,0.305082,311
24,0.792,0.310285,149
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
