Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0270625,23644
2,0.066,0.0520574,19470
3,0.099,0.0743414,16243
4,0.132,0.0952515,13653
5,0.165,0.115327,11531
6,0.198,0.135182,9765
7,0.231,0.155449,8250
8,0.264,0.173732,6977
9,0.297,0.189244,5898
10,0.33,0.202853,4979
11,0.363,0.214082,4187
12,0.396,0.226739,3517
13,0.429,0.239411,2958
14,0.462,0.250525,2468
15,0.495,0.263898,2047
16,0.528,0.27829,1693
17,0.561,0.290634,1382
18,0.594,0.299412,1104
19,0.627,0.310406,873
20,0.66,0.324779,672
21,0.693,0.337407,499
22,0.726,0.343657,348
23,0.759,0.356707,220
24,0.792,0.36748,101
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
