Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0292171,32912
2,0.066,0.0554269,27443
3,0.099,0.0792827,23170
4,0.132,0.101648,19714
5,0.165,0.123533,16847
6,0.198,0.14401,14427
7,0.231,0.163971,12370
8,0.264,0.184132,10604
9,0.297,0.202936,9063
10,0.33,0.222007,7731
11,0.363,0.241595,6568
12,0.396,0.260345,5563
13,0.429,0.278612,4693
14,0.462,0.297788,3950
15,0.495,0.31645,3300
16,0.528,0.334375,2730
17,0.561,0.348786,2240
18,0.594,0.367234,1816
19,0.627,0.386151,1442
20,0.66,0.404446,1112
21,0.693,0.422785,819
22,0.726,0.43134,568
23,0.759,0.442197,353
24,0.792,0.452857,163
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
