Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0266173,36596
2,0.066,0.0516703,30665
3,0.099,0.0746136,25966
4,0.132,0.0957196,22119
5,0.165,0.115766,18916
6,0.198,0.13545,16209
7,0.231,0.153884,13885
8,0.264,0.172236,11888
9,0.297,0.188839,10188
10,0.33,0.205464,8700
11,0.363,0.222025,7391
12,0.396,0.23928,6227
13,0.429,0.257003,5224
14,0.462,0.275599,4356
15,0.495,0.291318,3607
16,0.528,0.302554,2953
17,0.561,0.314753,2368
18,0.594,0.327583,1876
19,0.627,0.339898,1460
20,0.66,0.350002,1107
21,0.693,0.361497,807
22,0.726,0.375041,549
23,0.759,0.398378,330
24,0.792,0.420451,152
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
