Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0230796,19145
2,0.066,0.0458045,16265
3,0.099,0.0664829,13948
4,0.132,0.0857847,12011
5,0.165,0.104852,10395
6,0.198,0.122649,9011
7,0.231,0.141205,7829
8,0.264,0.158998,6783
9,0.297,0.175597,5877
10,0.33,0.192163,5079
11,0.363,0.207816,4385
12,0.396,0.22337,3775
13,0.429,0.236467,3236
14,0.462,0.251205,2751
15,0.495,0.263918,2326
16,0.528,0.276446,1948
17,0.561,0.289652,1609
18,0.594,0.304036,1305
19,0.627,0.312968,1035
20,0.66,0.325895,803
21,0.693,0.33526,594
22,0.726,0.33903,413
23,0.759,0.350068,252
24,0.792,0.369049,115
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
