Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0126955,40671
2,0.066,0.0203841,35481
3,0.099,0.0260898,31453
4,0.132,0.0306762,28072
5,0.165,0.0342929,25163
6,0.198,0.0374299,22626
7,0.231,0.0400003,20373
8,0.264,0.0425413,18351
9,0.297,0.0442957,16520
10,0.33,0.0460185,14857
11,0.363,0.047126,13334
12,0.396,0.0477658,11925
13,0.429,0.0479924,10616
14,0.462,0.0487142,9416
15,0.495,0.0490436,8295
16,0.528,0.0487695,7231
17,0.561,0.0490161,6247
18,0.594,0.0491951,5317
19,0.627,0.0495965,4428
20,0.66,0.0506708,3587
21,0.693,0.0513376,2795
22,0.726,0.0516868,2036
23,0.759,0.0508069,1315
24,0.792,0.047862,636
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
