Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0140809,32005
2,0.066,0.0227143,27668
3,0.099,0.029928,24319
4,0.132,0.0358621,21581
5,0.165,0.0405953,19268
6,0.198,0.0441255,17298
7,0.231,0.0474903,15570
8,0.264,0.050369,14023
9,0.297,0.0526424,12617
10,0.33,0.05473,11329
11,0.363,0.0564442,10148
12,0.396,0.0572035,9057
13,0.429,0.0585087,8059
14,0.462,0.0601264,7122
15,0.495,0.061911,6251
16,0.528,0.0630962,5433
17,0.561,0.0637332,4667
18,0.594,0.0650366,3953
19,0.627,0.0665741,3287
20,0.66,0.067526,2658
21,0.693,0.0689492,2067
22,0.726,0.070533,1512
23,0.759,0.0735647,986
24,0.792,0.0802503,483
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
