Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0279395,20055
2,0.066,0.0515409,16776
3,0.099,0.0733787,14188
4,0.132,0.0941451,12045
5,0.165,0.113744,10249
6,0.198,0.131369,8713
7,0.231,0.148335,7399
8,0.264,0.164447,6279
9,0.297,0.178882,5345
10,0.33,0.193919,4544
11,0.363,0.209679,3868
12,0.396,0.226562,3279
13,0.429,0.242287,2745
14,0.462,0.260293,2270
15,0.495,0.282344,1865
16,0.528,0.303482,1521
17,0.561,0.323632,1236
18,0.594,0.342605,992
19,0.627,0.361956,774
20,0.66,0.37907,589
21,0.693,0.40308,435
22,0.726,0.430693,302
23,0.759,0.455731,187
24,0.792,0.483111,89
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
