Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0101147,26687
2,0.066,0.0171019,23614
3,0.099,0.0232128,21160
4,0.132,0.0283909,19072
5,0.165,0.0329734,17244
6,0.198,0.0368276,15611
7,0.231,0.0405706,14131
8,0.264,0.0437293,12780
9,0.297,0.0467529,11556
10,0.33,0.0495482,10435
11,0.363,0.0520183,9410
12,0.396,0.0541192,8456
13,0.429,0.0564152,7559
14,0.462,0.0586118,6709
15,0.495,0.0606922,5913
16,0.528,0.0625542,5169
17,0.561,0.0643178,4464
18,0.594,0.065344,3798
19,0.627,0.0666341,3163
20,0.66,0.0684147,2552
21,0.693,0.0695401,1982
22,0.726,0.0720972,1434
23,0.759,0.0726521,922
24,0.792,0.0762983,442
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
