Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0141676,52140
2,0.066,0.0223488,45359
3,0.099,0.0284016,40052
4,0.132,0.0335175,35613
5,0.165,0.037994,31824
6,0.198,0.0418913,28525
7,0.231,0.0451076,25596
8,0.264,0.0479957,22982
9,0.297,0.0501437,20601
10,0.33,0.0522997,18440
11,0.363,0.0542304,16462
12,0.396,0.0558054,14650
13,0.429,0.0562242,12976
14,0.462,0.0573109,11458
15,0.495,0.0577681,10044
16,0.528,0.0580982,8732
17,0.561,0.0588441,7497
18,0.594,0.0589215,6334
19,0.627,0.0592126,5254
20,0.66,0.0606172,4226
21,0.693,0.0602607,3264
22,0.726,0.0591152,2355
23,0.759,0.0606551,1508
24,0.792,0.0623966,727
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
