Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0195453,34447
2,0.066,0.0367062,29531
3,0.099,0.0522814,25632
4,0.132,0.0669104,22376
5,0.165,0.0814094,19649
6,0.198,0.0948669,17276
7,0.231,0.108213,15188
8,0.264,0.120939,13333
9,0.297,0.134133,11716
10,0.33,0.147552,10272
11,0.363,0.160626,8976
12,0.396,0.173239,7828
13,0.429,0.186142,6797
14,0.462,0.198938,5869
15,0.495,0.212857,5040
16,0.528,0.226575,4292
17,0.561,0.240078,3602
18,0.594,0.252675,2978
19,0.627,0.26583,2417
20,0.66,0.280474,1902
21,0.693,0.293407,1450
22,0.726,0.305058,1026
23,0.759,0.314616,646
24,0.792,0.323948,309
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
