Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.028989,24239
2,0.066,0.053207,19949
3,0.099,0.0748034,16689
4,0.132,0.0947979,14045
5,0.165,0.112048,11839
6,0.198,0.127774,9998
7,0.231,0.14341,8446
8,0.264,0.157972,7142
9,0.297,0.17247,6060
10,0.33,0.18614,5144
11,0.363,0.199024,4365
12,0.396,0.211457,3700
13,0.429,0.223114,3130
14,0.462,0.232825,2637
15,0.495,0.242826,2206
16,0.528,0.253002,1820
17,0.561,0.264172,1490
18,0.594,0.276532,1210
19,0.627,0.290605,962
20,0.66,0.29085,747
21,0.693,0.289814,559
22,0.726,0.293736,390
23,0.759,0.305907,236
24,0.792,0.309556,109
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
