Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0116476,27318
2,0.066,0.0207351,24136
3,0.099,0.0284779,21603
4,0.132,0.0350096,19431
5,0.165,0.0411607,17522
6,0.198,0.0466233,15832
7,0.231,0.051815,14313
8,0.264,0.0566691,12922
9,0.297,0.0613432,11660
10,0.33,0.0652308,10487
11,0.363,0.0686166,9393
12,0.396,0.0718591,8395
13,0.429,0.0751011,7478
14,0.462,0.0787017,6614
15,0.495,0.0824592,5814
16,0.528,0.086018,5065
17,0.561,0.0893787,4361
18,0.594,0.0926575,3698
19,0.627,0.096297,3080
20,0.66,0.0975312,2497
21,0.693,0.0976434,1941
22,0.726,0.0971477,1409
23,0.759,0.0946612,911
24,0.792,0.0958467,443
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
