Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0121833,35989
2,0.066,0.0198817,31459
3,0.099,0.0252501,27927
4,0.132,0.0297486,25034
5,0.165,0.0332769,22569
6,0.198,0.0364984,20414
7,0.231,0.039165,18507
8,0.264,0.0412906,16762
9,0.297,0.0431121,15176
10,0.33,0.0442025,13711
11,0.363,0.0453537,12351
12,0.396,0.0460971,11095
13,0.429,0.0471387,9927
14,0.462,0.0487911,8825
15,0.495,0.0493323,7791
16,0.528,0.0496434,6821
17,0.561,0.0506846,5909
18,0.594,0.0514912,5041
19,0.627,0.0532539,4216
20,0.66,0.0551607,3434
21,0.693,0.0572452,2687
22,0.726,0.0599037,1976
23,0.759,0.0642809,1290
24,0.792,0.0637905,630
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
