Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0275784,28849
2,0.066,0.0500648,23747
3,0.099,0.0700977,19845
4,0.132,0.0876235,16661
5,0.165,0.103647,14053
6,0.198,0.118036,11889
7,0.231,0.131924,10054
8,0.264,0.143939,8493
9,0.297,0.155263,7175
10,0.33,0.165657,6057
11,0.363,0.176895,5116
12,0.396,0.187312,4314
13,0.429,0.195619,3624
14,0.462,0.2043,3027
15,0.495,0.215972,2523
16,0.528,0.225755,2084
17,0.561,0.232446,1694
18,0.594,0.238259,1371
19,0.627,0.244561,1086
20,0.66,0.245938,839
21,0.693,0.247555,622
22,0.726,0.250867,433
23,0.759,0.253102,268
24,0.792,0.258224,124
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
