Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0235098,26622
2,0.066,0.0462922,22500
3,0.099,0.0673527,19220
4,0.132,0.0874431,16550
5,0.165,0.107682,14295
6,0.198,0.127435,12353
7,0.231,0.14527,10700
8,0.264,0.162013,9245
9,0.297,0.177762,7969
10,0.33,0.194365,6873
11,0.363,0.209881,5921
12,0.396,0.223132,5073
13,0.429,0.236226,4327
14,0.462,0.252038,3672
15,0.495,0.267217,3087
16,0.528,0.282189,2573
17,0.561,0.298112,2119
18,0.594,0.312058,1720
19,0.627,0.324782,1373
20,0.66,0.334468,1069
21,0.693,0.345313,803
22,0.726,0.363011,565
23,0.759,0.37156,348
24,0.792,0.382976,165
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
