Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0289551,44301
2,0.066,0.0560021,36812
3,0.099,0.0803028,31004
4,0.132,0.103245,26268
5,0.165,0.126157,22399
6,0.198,0.148308,19140
7,0.231,0.169846,16349
8,0.264,0.189961,13964
9,0.297,0.209124,11910
10,0.33,0.227388,10142
11,0.363,0.245864,8615
12,0.396,0.26365,7312
13,0.429,0.281407,6183
14,0.462,0.300822,5197
15,0.495,0.319795,4342
16,0.528,0.338142,3593
17,0.561,0.353472,2935
18,0.594,0.370457,2351
19,0.627,0.383877,1850
20,0.66,0.398875,1417
21,0.693,0.410228,1044
22,0.726,0.430332,730
23,0.759,0.451132,456
24,0.792,0.472691,214
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
