Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0113543,26175
2,0.066,0.0195991,23103
3,0.099,0.0264456,20650
4,0.132,0.0321606,18581
5,0.165,0.0372476,16759
6,0.198,0.0415181,15144
7,0.231,0.0456168,13691
8,0.264,0.0489288,12386
9,0.297,0.051996,11182
10,0.33,0.055054,10071
11,0.363,0.0577727,9039
12,0.396,0.0599134,8095
13,0.429,0.0616859,7217
14,0.462,0.0631377,6398
15,0.495,0.0650477,5638
16,0.528,0.0668113,4929
17,0.561,0.0686493,4260
18,0.594,0.0696983,3629
19,0.627,0.0721651,3031
20,0.66,0.0759699,2460
21,0.693,0.0785824,1911
22,0.726,0.0805294,1399
23,0.759,0.0796084,912
24,0.792,0.075251,443
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
