Time[frame],Time[s],MSD[um^2],N
0,0,0,0
1,0.033,0.0230069,29516
2,0.066,0.0450401,25785
3,0.099,0.0654267,22054
4,0.132,0.0845707,18998
5,0.165,0.102259,16401
6,0.198,0.120038,14183
7,0.231,0.137356,12225
8,0.264,0.15501,10517
9,0.297,0.171382,9035
10,0.33,0.186074,7749
11,0.363,0.201036,6634
12,0.396,0.217234,5681
13,0.429,0.233256,4832
14,0.462,0.249069,4097
15,0.495,0.264434,3451
16,0.528,0.279867,2882
17,0.561,0.293564,2388
18,0.594,0.306266,1953
19,0.627,0.312519,1568
20,0.66,0.31634,1222
21,0.693,0.318176,920
22,0.726,0.328277,653
23,0.759,0.346322,414
24,0.792,0.35825,197
25,0.825,0,0
26,0.858,0,0
27,0.891,0,0
28,0.924,0,0
29,0.957,0,0
30,0.99,0,0
